cod_5;nome_5;descr_5
3.2.2.3.3;Tecnici di laboratorio veterinario;Le professioni comprese in questa unità assistono gli specialisti nel rilevare, presso laboratori e cliniche, sintomi di malattia sugli animali domestici, prelevare campioni organici per le analisi, sterilizzare ambienti e attrezzi chirurgici, somministrare cure.
3.3.1.1.1;Segretari amministrativi e tecnici degli affari generali;Le professioni comprese in questa unità forniscono servizi amministrativi di livello elevato eseguendo ricerche documentaristiche, preparando rapporti informativi, redigendo verbali di riunioni, gestendo richieste di informazioni, minutando corrispondenza, accogliendo visite, organizzando e schedulando incontri e conferenze.
3.3.1.1.2;Assistenti di archivio e di biblioteca;Le professioni comprese in questa unità forniscono servizi amministrativi di livello elevato classificando e archiviando documenti ed altri supporti informativi e partecipando a ricerche sui materiali informativi disponibili.
3.3.1.2.1;Contabili;"Le professioni comprese in questa unità assistono gli specialisti ovvero applicano le procedure in materia di tenuta delle scritture contabili di società o di organizzazioni, analizzano, classificano e registrano le operazioni contabili e le poste di bilancio; interpretano e valutano i conti, redigono i bilanci, attendono a procedure ed adempimenti fiscali; redigono paghe, compensi e versamenti contributivi. L’esercizio delle professioni di Consulente del lavoro, Revisore legale, Esperto contabile e Ragioniere commercialista è regolamentato dalle leggi dello Stato."
3.3.1.2.2;Economi e tesorieri;"Le professioni comprese in questa unità assistono gli specialisti ovvero gestiscono le operazioni in liquidità di imprese ed organizzazioni; adempiono a mandati di pagamento, evadono conti e fatture certificando e mantenendo scritture delle operazioni."
3.3.1.2.3;Amministratore di stabili e condomini;Le professioni comprese in questa unità curano l’amministrazione di edifici e di proprietà condominiali garantendo la manutenzione, il funzionamento dei servizi comuni e la sicurezza degli impianti e delle strutture.
3.3.1.3.1;Tecnici dell'acquisizione delle informazioni;Le professioni comprese in questa unità assistono gli specialisti nella ricerca e nella acquisizione di informazioni, ovvero applicano le conoscenze e gli strumenti esistenti per rintracciare, localizzare e acquisire informazioni utili per specifiche esigenze di imprese o di organizzazioni e per analizzarle, organizzarle e confezionarle in maniera rilevante e significativa per il committente.
3.3.1.3.2;Intervistatori e rilevatori professionali;Le professioni comprese in questa unità assistono gli specialisti nella ricerca e nella acquisizione di informazioni, ovvero conducono interviste strutturate e semi strutturate con questionari e strumentazioni complesse in indagini e rilevazioni totali o campionarie disegnate su basi scientifiche.
3.3.1.4.0;Corrispondenti in lingue estere e professioni assimilate;Le professioni comprese in questa unità forniscono servizi amministrativi collaborando con la direzione di un'impresa e di un’organizzazione nel mantenimento dei rapporti con l’estero, tenendo conversazioni telefoniche, utilizzando linguaggi tecnici o specifici, redigendo corrispondenza, documenti, verbali e prendendo appunti in lingua.
3.3.1.5.0;Tecnici dell'organizzazione e della gestione dei fattori produttivi;Le professioni comprese in questa unità applicano procedure e tecniche proprie per monitorare e ottimizzare i processi di produzione, la produttività del lavoro umano e degli impianti, la logistica e i costi di esercizio.
3.3.2.1.0;Tecnici della gestione finanziaria;Le professioni comprese in questa unità assistono gli specialisti nella rilevazione e nell’analisi dei dati finanziari e di investimento di imprese, organizzazioni o famiglie per individuare e valutare lo stato e i rischi delle relative esposizioni e per vendere adeguati prodotti finanziari. Mettono in relazione, anche attraverso attività di consulenza, banche o intermediari finanziari determinati con la potenziale clientela al fine della concessione di finanziamenti. L’esercizio della professione di Promotore finanziario è regolamentato dalle leggi dello Stato.
3.3.2.2.0;Tecnici del lavoro bancario;"Le professioni comprese in questa unità curano le attività amministrative bancarie in back ed in front office, fornendo ai clienti assistenza sui servizi bancari offerti; seguono le procedure per determinare i rischi connessi alla corresponsione di mutui e prestiti; individuano le condizioni ottimali per la loro restituzione."
3.3.2.3.0;Agenti assicurativi;"Le professioni comprese in questa unità forniscono ai clienti assistenza sui servizi assicurativi offerti; seguono le procedure per determinare il grado di rischio connesso alla sottoscrizione di polizze standard a determinati soggetti; sottoscrivono polizze per conto delle assicurazioni a favore di imprese, organizzazioni o persone."
3.3.2.4.0;Periti, valutatori di rischio e liquidatori;"Le professioni comprese in questa unità raccolgono informazioni e dati per individuare responsabilità, stimare danni, per definire, secondo le procedure, l’ammontare dei pagamenti; istruiscono polizze non standard valutando, secondo procedura, i rischi connessi; liquidano le polizze verificando che le procedure di sottoscrizione della polizza, di stima dei danni o degli eventi, di valutazione delle condizioni contrattuali e dei corrispettivi da pagare siano state rispettate"
3.3.2.5.0;Agenti di borsa e cambio, tecnici dell’intermediazione titoli e professioni assimilate;"Le professioni comprese in questa unità concludono in Borsa per conto di terzi o sul mercato operazioni di compravendita di titoli, divise o altri beni fungibili; intermediano l’acquisto e la cessione fra risparmiatori e speculatori; negoziano titoli pubblici e privati quotati ufficialmente nonché divise estere, accertandone il valore nel corso della negoziazione in Borsa; mettono in contatto, senza vincolo di mandato, i clienti con intermediari autorizzati alla erogazione di crediti per favorire la concessione di finanziamenti. L’esercizio della professione di Agente di cambio è regolamentato dalle leggi dello Stato."
3.3.2.6.1;Tecnici dei contratti di scambio, a premi e del recupero crediti;Le professioni comprese in questa unità assistono gli specialisti nella redazione e nella definizione di contratti, derivati finanziari e di credito ovvero applicano procedure standard per stipulare e seguire contratti di scambio di valute, valori mobiliari e beni eseguibili a scadenza dietro corresponsione di premi, di acquisto di crediti assumendo oneri di gestione, riscossione e contabilizzazione degli stessi.
3.3.2.6.2;Tecnici della locazione finanziaria;Le professioni comprese in questa unità assistono gli specialisti nella redazione e nella definizione di contratti di acquisto di beni mobili ed immobili e di concessione in uso degli stessi dietro corresponsione di locazioni finanziarie.
3.3.3.1.0;Approvvigionatori e responsabili acquisti;Le professioni comprese in questa unità assistono gli specialisti negli acquisti sul mercato di beni, attrezzature, materie prime e forniture di servizi ovvero attivano e seguono le procedure di valutazione dei prezzi di mercato, della qualità e delle caratteristiche delle merci da acquistare, di scelta dei fornitori e di acquisizione dei beni.
3.3.3.2.0;Responsabili di magazzino e della distribuzione interna;"Le professioni comprese in questa unità raccolgono, controllano e archiviano la documentazione sulle merci esistenti, in entrata e in uscita dal magazzino; controllano quantità e valore delle stesse; assicurano le scorte; soddisfano le richieste di spedizione e di distribuzione interna dei beni disponibili; organizzano ed effettuano inventari."
3.3.3.3.1;Commissari e aggiudicatori d'asta;"Le professioni comprese in questa unità definiscono, sulla base di stime, il prezzo minimo, illustrano le caratteristiche e vendono al pubblico incanto beni e oggetti di varia natura e provenienza; curano gli aspetti amministrativi della vendita e della aggiudicazione."
3.3.3.3.2;Periti commerciali;Le professioni comprese in questa unità valutano il valore commerciale e merceologico di oggetti e beni di varia natura e provenienza.
3.3.3.4.0;Tecnici della vendita e della distribuzione;Le professioni comprese in questa unità assistono gli specialisti nella implementazione delle strategie di vendita delle imprese, nel controllo della efficienza della rete distributiva e commerciale e nel monitoraggio delle vendite, ovvero applicano le procedure fissate per raccogliere informazioni sulle vendite e sulle attività di distribuzione, per analizzarle, organizzarle e presentarle in maniera rilevante e significativa a specialisti e responsabili del settore.
3.3.3.5.0;Tecnici del marketing;Le professioni comprese in questa unità assistono gli specialisti nella definizione di strategie e di ricerche per rilevare il gradimento sul mercato dei beni e dei servizi commercializzati, le condizioni di mercato e le possibilità di penetrazione commerciale di prodotti o servizi, per individuare situazioni di competizione, prezzi e tipologie di consumatori, ovvero applicano le procedure fissate per raccogliere informazioni in materia, analizzarle, organizzarle e presentarle in maniera rilevante e significativa a specialisti e responsabili del settore.
3.3.3.6.1;Tecnici della pubblicità;Le professioni classificate in questa unità assistono gli specialisti nel promuovere le attività di mercato di un’impresa o di un’organizzazione e nella creazione presso il pubblico di un’immagine positiva della stessa ovvero applicano e seguono procedure per programmare e attivare promozioni e campagne pubblicitarie di vario genere e su vari mezzi.
3.3.3.6.2;Tecnici delle pubbliche relazioni;"Le professioni classificate in questa unità assistono gli specialisti nel ricercare, selezionare, raccogliere e sistematizzare materiale informativo e pubblicitario favorevole; seguono procedure per organizzare e sponsorizzare eventi di particolare importanza e visibilità non direttamente collegati alla promozione pubblicitaria."
3.3.4.1.0;Spedizionieri e tecnici dell'organizzazione commerciale;Le professioni classificate in questa unità assicurano il funzionamento dell’organizzazione commerciale dell’impresa garantendo l’evasione degli ordini e l’arrivo delle merci presso la distribuzione locale. L’esercizio della professione di Spedizioniere doganale è regolamentato dalle leggi dello Stato.
3.3.4.2.0;Agenti di commercio;"Le professioni classificate in questa unità visitano, per conto di imprese produttrici o distributrici, negozi o aziende, proponendo l'acquisto di prodotti o servizi per la vendita o la produzione; mostrano campioni, depliant informativi, cataloghi, materiale pubblicitario; illustrano le caratteristiche dei prodotti proposti; curano i rapporti con i clienti, raccolgono ordini, concordano i tempi di consegna e di pagamento, li trasmettono per l’accettazione e l’evasione al produttore o al distributore. L'esercizio delle professioni di Agente di commercio e Agente d'affari in mediazione è regolamentato dalle leggi dello Stato."
3.3.4.3.0;Agenti concessionari;Le professioni classificate in questa unità promuovono, organizzano, sono responsabili e, in genere, esclusivisti in un determinato territorio delle vendite di uno o più marchi e relativi prodotti che acquistano dal fabbricante per rivenderli successivamente in nome e per conto proprio.
3.3.4.4.0;Agenti di pubblicità;Le professioni classificate in questa unità visitano, per conto di imprese pubblicitarie, aziende ed organizzazioni, proponendo l'acquisto di prodotti o servizi pubblicitari, ne illustrano le caratteristiche, mostrano campioni e depliant illustrativi, raccolgono ordini, concordano i tempi delle attività, li trasmettono per l’accettazione e l’evasione al produttore, curano i rapporti con i clienti.
3.3.4.5.0;Agenti e periti immobiliari;"Le professioni classificate in questa unità assistono persone o enti interessati informandosi sulle richieste o fornendo informazioni sulle quotazioni ovvero organizzano e intermediano per loro conto la vendita, l’acquisto o la locazione di edifici, appartamenti, terreni o immobili di altro tipo; mostrano, illustrandone le caratteristiche, gli immobili offerti, istruiscono le pratiche di base, le promesse di acquisto e i contratti di locazione; valutano gli immobili fornendo stime sul valore reale, bancario, commerciale e di ammortamento."
3.3.4.6.0;Rappresentanti di commercio;"Le professioni classificate in questa unità concludono affari direttamente in nome e per conto dei produttori o dei distributori dei quali mantengono la piena rappresentanza in ordine agli impegni presi; visitano negozi o aziende proponendo l'acquisto di prodotti o servizi per la vendita o la produzione; mostrano campioni, depliant informativi, cataloghi, materiale pubblicitario, illustrano le caratteristiche dei prodotti proposti, curano i rapporti con i clienti."
3.3.4.7.0;Agenti e rappresentanti di artisti ed atleti;Le professioni classificate in questa unità rappresentano e promuovono artisti e atleti, curandone la visibilità.
3.4.1.1.0;Tecnici delle attività ricettive e professioni assimilate;"Le professioni classificate in questa unità assistono gli specialisti, ovvero applicano conoscenze in materia di marketing turistico per valorizzare, commercializzare, integrare l’offerta turistica di un territorio o di un sistema territoriale; collaborano con i soggetti pubblici e privati per migliorare, caratterizzare sul piano ambientale, artistico, architettonico, enogastronomico e collocare l’offerta turistica nei circuiti organizzati e informali."
3.4.1.2.1;Organizzatori di fiere, esposizioni ed eventi culturali;"Le professioni classificate in questa unità forniscono servizi per l'organizzazione e la gestione di fiere; collocano gli spazi e gli ambienti espositivi disponibili, ne organizzano la fruizione da parte del pubblico e degli espositori."
3.4.1.2.2;Organizzatori di convegni e ricevimenti;Le professioni classificate in questa unità organizzano convegni, conferenze e ricevimenti garantendo accoglienza, socialità e servizi ai convenuti.
3.4.1.3.0;Animatori turistici e professioni assimilate;"Le professioni classificate in questa unità intrattengono gli ospiti di villaggi turistici, hotel ed altre strutture ricettive; progettano ed organizzano attività per il tempo libero, giochi, gare, feste, spettacoli, lezioni sulla pratica di danze, attività sportive e cura del corpo, attività artistiche e di artigianato."
3.4.1.4.0;Agenti di viaggio;"Le professioni classificate in questa unità programmano e organizzano attività turistiche per agenzie, uffici turistici, enti, organizzazioni e clienti finali; propongono, consigliano, promuovono e scambiano sul mercato pacchetti turistici."
3.4.1.5.1;Guide ed accompagnatori naturalistici e sportivi;"Le professioni classificate in questa unità accompagnano singoli o gruppi di turisti in scalate e ascensioni in montagna o in altri itinerari di particolare interesse naturalistico; organizzano le escursioni, consigliano percorsi indicandone le difficoltà e le condizioni migliori in cui seguirli; preparano le attrezzature necessarie; verificano l’adeguatezza di quelle degli escursionisti, li guidano e li aiutano in situazioni di difficoltà; forniscono il primo soccorso in caso di incidenti o malesseri, richiedono aiuto quando necessario e partecipano a spedizioni di soccorso. L'esercizio delle professioni di Guida alpina e Guida speleologica è regolamentato dalle leggi dello Stato."
3.4.1.5.2;Guide turistiche;Le professioni classificate in questa unità accompagnano i turisti nei viaggi organizzati, garantendo assistenza e servizi ai partecipanti, illustrando e descrivendo caratteristiche e particolarità di opere d’arte, di itinerari paesaggistici, architettonici e di luoghi di interesse storico-artistico.
3.4.2.1.1;Istruttori di volo;Le professioni classificate in questa unità preparano e somministrano lezioni teoriche e pratiche - finalizzate in genere all’acquisizione di una patente, di un brevetto o di una abilitazione - sui princìpi e le tecniche di guida, il funzionamento delle parti, la strumentazione da utilizzare e conoscere, le regole da seguire ed i comportamenti da tenere nella guida di aerei.
3.4.2.1.2;Istruttori di guida automobilistica;Le professioni classificate in questa unità preparano e somministrano lezioni teoriche e pratiche -finalizzate all’acquisizione di una patente - sui princìpi e le tecniche di guida, il funzionamento delle parti, la strumentazione da utilizzare e conoscere, le regole da seguire ed i comportamenti da tenere nella guida di autoveicoli.
3.4.2.1.3;Istruttori di nautica;Le professioni classificate in questa unità preparano e somministrano lezioni teoriche e pratiche -finalizzate in genere all’acquisizione di una patente, di un brevetto o di una abilitazione - sui princìpi e le tecniche di guida, il funzionamento delle parti, la strumentazione da utilizzare e conoscere, le regole da seguire ed i comportamenti da tenere nella guida di imbarcazioni a motore e a vela.
3.4.2.2.0;Insegnanti nella formazione professionale;Le professioni classificate in questa unità insegnano materie tecnico-pratiche e di laboratorio, la pratica di diverse attività lavorative, l’uso di tecnologie e di attrezzature nella formazione professionale.
3.4.2.3.0;Istruttori di tecniche in campo artistico;Le professioni classificate in questa unità insegnano la tecnica e, con lezioni individuali o per piccoli gruppi, addestrano a praticare discipline artistico-figurative.
3.4.2.4.0;Istruttori di discipline sportive non agonistiche;"Le professioni classificate in questa unità addestrano ad esercitare, in modo non agonistico, con lezioni individuali o di gruppo, la pratica di discipline sportive; ne insegnano le tecniche; verificano l’adeguatezza delle condizioni fisiche dell’allievo; lo preparano fisicamente; lo allenano e organizzano attività sportive comuni. L'esercizio della professione di Maestro di sci è regolamentato dalle leggi dello Stato."
3.4.2.5.1;Organizzatori di eventi e di strutture sportive;"Le professioni classificate in questa unità organizzano eventi e competizioni sportive; dirigono le attività sportive di palestre e di altre strutture."
3.4.2.5.2;Osservatori sportivi;Le professioni classificate in questa unità seguono le performance e la crescita sportiva di atleti per individuare e selezionare talenti.
3.4.2.6.1;Allenatori e tecnici sportivi;"Le professioni classificate in questa unità preparano e allenano atleti e squadre di atleti alle competizioni; ne curano la motivazione e la preparazione fisica; definiscono strategie di gara; insegnano e innovano tecniche di gioco."
3.4.2.6.2;Arbitri e giudici di gara;"Le professioni classificate in questa unità sovrintendono a competizioni atletiche o a eventi sportivi; rilevano infrazioni alle regole del gioco e decidono le penalità in accordo con i regolamenti."
3.4.2.7.0;Atleti;Le professioni classificate in questa unità competono, da soli o in squadra, in gare o eventi sportivi, curano la preparazione atletica e l’addestramento personale e di squadra nelle discipline sportive prescelte.
3.4.3.1.1;Annunciatori della radio e della televisione;Le professioni classificate in questa unità leggono notizie, diffondono informazioni, reportage giornalistici, presentano spettacoli e manifestazioni, annunciano programmi in radio e in televisione.
3.4.3.1.2;Presentatori di performance artistiche e ricreative;Le professioni classificate in questa unità presentano performance artistiche e ricreative nei teatri, negli stadi, in locali o altri luoghi pubblici.
3.4.3.2.0;Tecnici dell'organizzazione della produzione radiotelevisiva, cinematografica e teatrale;Le professioni classificate in questa unità organizzano e seguono le attività connesse all'implementazione dei palinsesti e dei programmi radiotelevisivi ed alla produzione teatrale e cinematografica.
3.4.3.3.0;Intrattenitori;Le professioni classificate in questa unità organizzano e curano le attività ricreative, di intrattenimento e divertimento del pubblico
3.4.4.1.1;Grafici;Le professioni classificate in questa unità realizzano, utilizzando varie tecniche di disegno artistico, bozzetti, disegni di dettaglio, elaborati multimediali e animazioni finalizzati alla comunicazione o all'illustrazione pubblicitaria.
3.4.4.1.2;Allestitori di scena;Le professioni classificate in questa unità realizzano scene per manifestazioni teatrali, produzioni cinematografiche e televisive, spettacoli musicali e altri tipi di performance artistiche.
3.4.4.2.1;Tecnici dei musei;"Le professioni classificate in questa unità preparano, organizzano e sistemano modelli ed esemplari, quali fossili, utensili, oggetti di vario genere, manufatti artistici, per mostre e manifestazioni museali; catalogano oggetti ed opere d’arte."
3.4.4.2.2;Tecnici delle biblioteche;"Le professioni classificate in questa unità seguono e consigliano i lettori nell’uso dei cataloghi, delle basi di dati e degli indici con cui sono organizzate le biblioteche; li assistono nelle ricerche; catalogano e sistemano libri negli scaffali, li riparano; controllano la circolazione dei libri da e per la biblioteca."
3.4.4.3.1;Stimatori di opere d'arte;Le professioni classificate in questa unità applicano conoscenze storico-artistiche sui materiali utilizzati, le tecniche costruttive, decorative e di finitura per la stima dell’autenticità e del valore commerciale di opere d’arte ed oggetti di antiquariato.
3.4.4.3.2;Periti filatelici e numismatici;Le professioni classificate in questa unità applicano conoscenze storico-artistiche sui materiali utilizzati, le tecniche costruttive, decorative e di finitura per la stima dell’autenticità e del valore commerciale di monete, cartamoneta, medaglie e francobolli.
3.4.4.3.3;Periti calligrafi;Le professioni classificate in questa unità applicano conoscenze in materia di esame e valutazione della forma e del disegno dei caratteri per attribuire una scrittura e determinarne l'autenticità.
3.4.4.4.0;Tecnici del restauro;"Le professioni classificate in questa unità assistono i restauratori nelle attività di prevenzione, manutenzione e restauro di beni culturali mobili e architettonici; collaborano alle attività di ricerca finalizzate alla ricostruzione storico-culturale e conservativa del bene, alla valutazione delle sue condizioni di degrado, alla raccolta dati e alla stesura del materiale documentale; curano, secondo le indicazioni metodologiche del restauratore, la preparazione dei materiali necessari per gli interventi. L’esercizio della professione di collaboratore restauratore di beni culturali è regolato dalle leggi dello Stato."
3.4.5.1.0;Assistenti sociali;"Le professioni classificate in questa unità assistono e guidano individui e famiglie con problemi sociali e lavorativi alla ricerca di soluzioni e per il raggiungimento degli obiettivi connessi; aiutano i soggetti con disabilità fisiche e mentali ad ottenere i trattamenti adeguati; attivano e certificano procedure finalizzate ad ottenere assistenza pubblica per individui e famiglie. L'esercizio della professione di Assistente sociale è regolamentato dalle leggi dello Stato."
3.4.5.2.0;Tecnici del reinserimento e dell’integrazione sociale;Le professioni classificate in questa unità forniscono servizi finalizzati a prevenire il disagio di adulti in difficoltà di inserimento sociale e lavorativo, a rimuovere l'emarginazione sociale di bambini e adolescenti, a riabilitare adulti e minori in prigione, in libertà vigilata e fuori dal carcere e a recuperare alla vita attiva adulti scoraggiati o ritirati dal lavoro
3.4.5.3.0;Tecnici dei servizi per l'impiego;"Le professioni classificate in questa unità informano chi cerca lavoro sulle opportunità lavorative disponibili; raccolgono informazioni sulle capacità, sulla formazione, sugli interessi e sulle loro esperienze lavorative; li aiutano a formulare curricula e ad utilizzare gli strumenti disponibili per cercare lavoro; propongono le loro candidature ai soggetti che domandano lavoro; li collocano secondo le disposizioni di legge."
3.4.5.4.0;Tecnici dei servizi di sicurezza privati e professioni assimilate;"Le professioni classificate in questa unità organizzano servizi privati di protezione e di sicurezza a persone, imprese ed organizzazioni per prevenire furti, violenze, violazioni dei regolamenti; organizzano servizi di acquisizione di informazioni per prevenire e far fronte a comportamenti scorretti e illegittimi."
3.4.5.5.0;Tecnici delle attività religiose e di culto;Le professioni classificate in questa unità attendono ad attività religiose, dedicano le loro vite alla contemplazione e alla meditazione, pregano e diffondono gli insegnamenti della religione che professano.
3.4.6.1.0;Tecnici dei servizi giudiziari;"Le professioni classificate in questa unità curano gli aspetti amministrativi ed esecutivi delle decisioni delle corti di giustizia; organizzano il materiale documentario e probatorio e documentano lo svolgimento dei processi, riportando a verbale testimonianze, interventi delle parti e decisioni."
3.4.6.2.0;Ufficiali della Polizia di Stato;"Le professioni classificate in questa unità collaborano con la magistratura, conducendo indagini su notizie di crimini e su attività criminali, eseguendo mandati di arresto e di fermo; conducono indagini su crimini effettuati o presunti, organizzano attività di prevenzione e di sorveglianza finalizzate alla sicurezza dei cittadini."
3.4.6.3.1;Tecnici dei servizi di sicurezza dei vigili urbani;Le professioni classificate in questa unità organizzano e coordinano le attività finalizzate ad assicurare il rispetto delle norme e dei regolamenti cittadini, in particolare rispetto al traffico, al commercio, all’igiene pubblica e alla sicurezza dei cittadini in collaborazione con le forze dell’ordine.
3.4.6.3.2;Tecnici dei servizi di sicurezza dei vigili del fuoco;Le professioni classificate in questa unità organizzano e coordinano le attività di prevenzione, controllo e spegnimento degli incendi, di salvataggio e sgombero delle persone anche in caso di calamità naturali o di incidenti di varia natura.
3.4.6.3.3;Tecnici dei servizi di sicurezza del corpo forestale;Le professioni classificate in questa unità organizzano e coordinano le attività di tutela del patrimonio forestale ed ambientale al fine del rispetto delle norme relative.
3.4.6.4.0;Ufficiali della guardia di finanza;Le professioni classificate in questa unità coordinano e organizzano le attività di prevenzione, ricerca e denuncia delle evasioni e delle violazioni finanziarie, le attività di vigilanza sull’adempimento delle disposizioni di interesse politico-economico, di sorveglianza in mare per fini di polizia finanziaria, le attività di collaborazione al mantenimento della sicurezza pubblica e alla difesa delle frontiere, le attività di polizia doganale.
3.4.6.5.0;Controllori fiscali;Le professioni classificate in questa unità coordinano e organizzano la circolazione delle merci da e per il Paese, organizzano i controlli sulle merci e le verifiche della corrispondenza alla documentazione presentata delle merci esportate e importate, organizzano i controlli sull’entrata o l’uscita dal Paese di merci vietate o non autorizzate.
3.4.6.6.1;Tecnici dei servizi pubblici di concessioni licenze;Le professioni classificate in questa unità esaminano le domande e verificano le condizioni di concessione di licenze per l’esercizio di attività imprenditoriali e commerciali, per la costruzione di edifici, case o di altre strutture.
3.4.6.6.2;Tecnici dei servizi pubblici per il rilascio di certificazioni e documentazioni personali;Le professioni classificate in questa unità esaminano le domande e verificano le condizioni per il rilascio di passaporti, documenti di identità e di altre certificazioni personali fatte dall’amministrazione pubblica.
4.1.1.1.0;Addetti a funzioni di segreteria;"Le professioni classificate in questa unità supportano le attività di un ufficio organizzando riunioni, viaggi di lavoro, appuntamenti e contatti, dattiloscrivendo e inoltrando disposizioni verbali e appunti, attivando ed eseguendo le procedure burocratiche necessarie al funzionamento delle attività e dei processi cui l’ufficio stesso è preposto e alla circolazione dell’informazione e della documentazione tra i vari uffici; predispongono la documentazione e svolgono compiti di supporto operativo necessarie alla attività degli uffici stampa e di relazione con il pubblico."
4.1.1.2.0;Addetti agli affari generali;Le professioni classificate in questa unità attivano, eseguono e supportano singoli aspetti delle procedure di pianificazione, progettazione, amministrazione e gestione di un’impresa o di un’organizzazione svolgendo compiti di carattere non direttivo.
4.1.1.3.0;Addetti al protocollo e allo smistamento di documenti;"Le professioni classificate in questa unità raccolgono e smistano documenti e materiali in partenza o in arrivo da e per i vari uffici o settori organizzativi dell’impresa; eseguono atti amministrativi necessari ad attestare, attraverso la trascrizione delle operazioni in appositi registri e l'emissione di ricevute, la ricezione o la trasmissione di materiali o di documentazione da parte dell'organizzazione, dell’impresa o di un singolo ufficio."
4.1.1.4.0;Addetti alla gestione del personale;Le professioni classificate in questa unità eseguono attività di supporto necessarie alla gestione del personale, inoltrano comunicazioni e ordini di servizio, eseguono le procedure di assunzione, licenziamento e di assegnazione acquisendo e inoltrando le dovute documentazioni.
4.1.2.1.0;Addetti alla videoscrittura, dattilografi, stenografi e professioni assimilate;Le professioni classificate in questa unità utilizzano mezzi meccanici, elettromeccanici, elettronici o informatici e tecniche di scrittura appropriate per trascrivere manoscritti, minute e documenti o processi verbali prodotti lungo l’attività dell’impresa o dell’organizzazione, ovvero svolgono tali compiti come servizio per terze parti.
4.1.2.2.0;Addetti all'immissione dati;Le professioni classificate in questa unità inseriscono dati ed eseguono operazioni di calcolo e di elaborazione utilizzando calcolatrici elettromeccaniche, elettroniche o strumenti informatici di calcolo.
4.1.2.3.0;Addetti alle macchine per la riproduzione e l'invio di materiali e documenti;Le professioni classificate in questa unità riproducono documenti esistenti utilizzando fotocopiatrici, scanner, fax o programmi informatici e li trasmettono attraverso l'uso di strumenti di comunicazione telematica.
4.2.1.1.0;Addetti agli sportelli assicurativi, bancari e di altri intermediari finanziari;"Le professioni classificate in questa unità movimentano, per conto del pubblico, denaro in entrata e in uscita dalle casse delle banche o di altri istituti di intermediazione finanziaria, per varie finalità, seguendo le procedure previste e tenendo scrittura delle operazioni effettuate; incassano e riscattano e informano i clienti sulle procedure di sottoscrizione e sulle condizioni di applicazione di polizze assicurative."
4.2.1.2.0;Addetti agli sportelli dei servizi postali;Le professioni classificate in questa unità raccolgono denaro in cambio di operazioni postali o servizi finanziari seguendo le procedure prestabilite e mantenendo scrittura delle operazioni eseguite.
4.2.1.3.0;Addetti agli sportelli per l'esazione di imposte e contributi e al recupero crediti;Le professioni classificate in questa unità riscuotono somme in denaro esercitando il diritto di riscossione di somme dovute all'organizzazione sulla base di contratti, forniture o atti amministrativi definiti, seguendo le procedure e mantenendo scrittura delle operazioni effettuate.
4.2.1.4.0;Addetti agli sportelli delle agenzie di pegno e professioni assimilate;"Le professioni classificate in questa unità prestano somme di denaro in cambio di pegni su oggetti, assumono in custodia questi ultimi e provvedono alla loro riconsegna in caso di riscatto del prestito nei tempi previsti, alla loro vendita all’asta in caso di mancato riscatto; supportano i procedimenti di trascrizione delle ipoteche e di tenuta delle scritture relative."
4.2.1.5.0;Addetti alla vendita di biglietti;Le professioni comprese in questa unità rilasciano biglietti e titoli di accesso e di fruizione dei servizi offerti incassando corrispettivi in denaro.
4.2.1.6.0;Addetti agli sportelli delle agenzie di viaggio;"Le professioni comprese in questa unità consigliano i clienti sugli itinerari di viaggio e sulle attrattive dei luoghi da visitare, consegnando loro cartine e brochure illustrative; verificano la disponibilità dei posti presso le strutture ricettive ed effettuano prenotazioni rilasciando gli appositi voucher; espletano le procedure necessarie per ottenere i biglietti, le carte di imbarco ed altri titoli di viaggio."
4.2.2.1.0;Addetti all'accoglienza e all'informazione nelle imprese e negli enti pubblici;Le professioni classificate in questa unità ricevono il pubblico nel momento del contatto con l’impresa o l'organizzazione, assistendolo nella corretta compilazione della modulistica necessaria ad avviare procedure amministrative o rispetto alle sue esigenze o richieste.
4.2.2.2.0;Addetti all'accoglienza nei servizi di alloggio e ristorazione;"Le professioni classificate in questa unità accolgono e registrano gli ospiti nelle strutture che forniscono servizi di alloggio; assegnano le camere e consegnano le relative chiavi; forniscono informazioni sui servizi offerti; gestiscono le prenotazioni e le pratiche di registrazione in arrivo e in partenza, tenendo traccia delle camere disponibili; eseguono le operazioni di check-out degli ospiti predisponendo la relativa documentazione. Accolgono i clienti nei ristoranti, gestiscono le prenotazioni dei tavoli."
4.2.2.3.0;Centralinisti;Le professioni classificate in questa unità ricevono le chiamate dall'esterno e le smistano agli uffici o alle persone interessate dell’impresa o dell’organizzazione.
4.2.2.4.0;Addetti all'informazione nei Call Center (senza funzioni di vendita);Le professioni classificate in questa unità, utilizzando il telefono o mezzi di comunicazione elettronici (ad esempio e-mail), forniscono informazioni al pubblico sui prodotti o sui servizi offerti dall'azienda, prendono nota e smistano reclami sui servizi e sui prodotti forniti, indicano le procedure da seguire per ottenere assistenza, rimborsi o risarcimenti. Non eseguono funzioni di vendita.
4.3.1.1.0;Addetti alla gestione degli acquisti;Le professioni classificate in questa unità supportano le attività amministrative per l’approvvigionamento di merci e materiali, eseguono riscontri fra le giacenze di magazzino e gli standard di deposito fissati, raccolgono i prezzi sul mercato delle merci e dei materiali di cui rifornirsi, seguono le procedure di acquisto e di consegna, raccolgono le richieste dei diversi uffici e settori dell’impresa o dell’organizzazione, distribuiscono, documentandone le consegne, merci e materiali secondo necessità e richieste.
